"year"	"month"	"day"	"site"	"habitat"	"area"	"common_name"	"count"
1999	2	23	"A"	"riffle"	8.48275850348796	"Longear Sunfish"	0
1999	2	23	"A"	"riffle"	11.7172182476434	"Orangespotted Sunfish"	0
1999	2	23	"A"	"riffle"	9.34985044100302	"Orangethroated Darter"	26
1999	2	23	"A"	"riffle"	10.1293809170403	"Red Shiner"	0
1999	2	23	"A"	"riffle"	10.3286521400527	"Ringed Crayfish"	0
1999	2	23	"A"	"riffle"	12.4848165022739	"Sand Shiner"	0
1999	2	23	"A"	"riffle"	13.4497944101111	"Slender Madtom"	0
1999	2	23	"A"	"riffle"	11.180870663382	"Southern Redbelly Dace"	1
1999	2	23	"A"	"riffle"	12.0621320527791	"Suckermouth Minnows"	0
1999	2	23	"A"	"riffle"	10.5056165064016	"Water Nymph Crayfish"	0
1999	2	23	"A"	"riffle"	10.7533373868636	"Western Mosquitofish"	0
1999	2	23	"A"	"riffle"	10.881627509771	"White Sucker"	0
1999	2	25	"B"	"pool"	5.35661607521716	"Bluegill"	0
1999	2	25	"B"	"pool"	6.15858920399331	"Bluntnose Minnow"	0
1999	2	25	"B"	"pool"	8.36531695365111	"Carmine Shiner"	0
1999	2	25	"B"	"pool"	4.45871269509171	"Central Stoneroller"	40
1999	2	25	"B"	"pool"	11.4330057164598	"Common Shiner"	0
1999	2	25	"B"	"pool"	10.8830498767698	"Creek Chub"	3
1999	2	25	"B"	"pool"	9.76022283880803	"Fathead Minnow"	0
1999	2	25	"B"	"pool"	10.1459136744278	"Green Sunfish"	0
1999	2	25	"B"	"pool"	7.95562188831199	"Johnny Darter"	0
1999	2	25	"B"	"pool"	8.77873481910734	"Longear Sunfish"	0
1999	2	25	"B"	"pool"	10.8723842621013	"Orangespotted Sunfish"	0
1999	2	25	"B"	"pool"	10.0062132627921	"Orangethroated Darter"	18
1999	2	25	"B"	"pool"	12.0250487991516	"Red Shiner"	0
1999	2	25	"B"	"pool"	6.10985190286601	"Ringed Crayfish"	0
1999	2	25	"B"	"pool"	9.94998678679891	"Sand Shiner"	0
1999	2	25	"B"	"pool"	8.56502610973014	"Slender Madtom"	0
1999	2	25	"B"	"pool"	4.37642136771468	"Southern Redbelly Dace"	4
1999	2	25	"B"	"pool"	5.33547947946312	"Suckermouth Minnows"	0
1999	2	25	"B"	"pool"	9.03761198122257	"Water Nymph Crayfish"	0
1999	2	25	"B"	"pool"	8.51919234491235	"Western Mosquitofish"	0
1999	2	25	"B"	"pool"	9.72967001162259	"White Sucker"	0
1999	2	25	"B"	"riffle"	3.75655726454498	"Bluegill"	0
1999	2	25	"B"	"riffle"	5.5688238359212	"Bluntnose Minnow"	0
1999	2	25	"B"	"riffle"	1.9348777909623	"Carmine Shiner"	0
1999	2	25	"B"	"riffle"	5.76473575510562	"Central Stoneroller"	12
1999	2	25	"B"	"riffle"	8.50896571163277	"Common Shiner"	0
1999	2	25	"B"	"riffle"	4.06305802387994	"Creek Chub"	0
1999	2	25	"B"	"riffle"	5.73932170066421	"Fathead Minnow"	0
1999	2	25	"B"	"riffle"	5.08487631318467	"Green Sunfish"	0
1999	2	25	"B"	"riffle"	9.03371059034735	"Johnny Darter"	0
1999	2	25	"B"	"riffle"	4.95695779228622	"Longear Sunfish"	0
1999	2	25	"B"	"riffle"	4.47479176704046	"Orangespotted Sunfish"	0
1999	2	25	"B"	"riffle"	6.50092865204868	"Orangethroated Darter"	7
1999	2	25	"B"	"riffle"	11.2255497702596	"Red Shiner"	0
1999	2	25	"B"	"riffle"	4.30085245092809	"Ringed Crayfish"	0
1999	2	25	"B"	"riffle"	3.68162999406479	"Sand Shiner"	0
1999	2	25	"B"	"riffle"	7.02648350476661	"Slender Madtom"	0
1999	2	25	"B"	"riffle"	6.87460212050306	"Southern Redbelly Dace"	0
1999	2	25	"B"	"riffle"	9.45134391874787	"Suckermouth Minnows"	0
1999	2	25	"B"	"riffle"	4.49512939978633	"Water Nymph Crayfish"	0
1999	2	25	"B"	"riffle"	4.74952040455331	"Western Mosquitofish"	0
1999	2	25	"B"	"riffle"	7.54551522773385	"White Sucker"	0
1999	2	25	"C"	"pool"	10.2182545691872	"Bluegill"	0
1999	2	25	"C"	"pool"	9.73215928816923	"Bluntnose Minnow"	0
1999	2	25	"C"	"pool"	7.56656604892644	"Carmine Shiner"	0
1999	2	25	"C"	"pool"	10.4265843270719	"Central Stoneroller"	31
1999	2	25	"C"	"pool"	8.78518781325119	"Common Shiner"	0
1999	2	25	"C"	"pool"	9.61386641594191	"Creek Chub"	0
1999	2	25	"C"	"pool"	9.33919031269466	"Fathead Minnow"	0
1999	2	25	"C"	"pool"	9.04839985353702	"Green Sunfish"	0
1999	2	25	"C"	"pool"	7.96349867004668	"Johnny Darter"	0
1999	2	25	"C"	"pool"	10.1915588797398	"Longear Sunfish"	0
1999	2	25	"C"	"pool"	10.283500891924	"Orangespotted Sunfish"	0
1999	2	25	"C"	"pool"	6.97035517197607	"Orangethroated Darter"	25
1999	2	25	"C"	"pool"	8.54223708951999	"Red Shiner"	0
1999	2	25	"C"	"pool"	9.25893116493645	"Ringed Crayfish"	0
1999	2	25	"C"	"pool"	10.2947191771447	"Sand Shiner"	0
1999	2	25	"C"	"pool"	9.08972941736	"Slender Madtom"	0
1999	2	25	"C"	"pool"	10.4864692411179	"Southern Redbelly Dace"	80
1999	2	25	"C"	"pool"	8.56395354040522	"Suckermouth Minnows"	0
1999	2	25	"C"	"pool"	10.7354787273203	"Water Nymph Crayfish"	0
1999	2	25	"C"	"pool"	4.56985754731188	"Western Mosquitofish"	0
1999	2	25	"C"	"pool"	11.4641367011811	"White Sucker"	0
1999	2	26	"D"	"pool"	9.87572450014341	"Bluegill"	0
1999	2	26	"D"	"pool"	13.5497185389233	"Bluntnose Minnow"	0
1999	2	26	"D"	"pool"	10.4811174086208	"Carmine Shiner"	0
1999	2	26	"D"	"pool"	16.2637385342011	"Central Stoneroller"	21
1999	2	26	"D"	"pool"	14.9603334780006	"Common Shiner"	0
1999	2	26	"D"	"pool"	11.7696368406272	"Creek Chub"	4
1999	2	26	"D"	"pool"	11.6976604489451	"Fathead Minnow"	0
1999	2	26	"D"	"pool"	13.1658124086834	"Green Sunfish"	0
1999	2	26	"D"	"pool"	12.7929684830745	"Johnny Darter"	0
1999	2	26	"D"	"pool"	16.3835661265987	"Longear Sunfish"	0
1999	2	26	"D"	"pool"	7.63856667613149	"Orangespotted Sunfish"	0
1999	2	26	"D"	"pool"	12.4311428742371	"Orangethroated Darter"	0
1999	2	26	"D"	"pool"	12.562858636622	"Red Shiner"	0
1999	2	26	"D"	"pool"	14.7760639801717	"Ringed Crayfish"	0
1999	2	26	"D"	"pool"	14.3751653805199	"Sand Shiner"	0
1999	2	26	"D"	"pool"	11.9879844642914	"Slender Madtom"	0
1999	2	26	"D"	"pool"	12.4777715308948	"Southern Redbelly Dace"	0
1999	2	26	"D"	"pool"	8.46068968504273	"Suckermouth Minnows"	0
1999	2	26	"D"	"pool"	15.9230822921044	"Water Nymph Crayfish"	0
1999	2	26	"D"	"pool"	10.6940485683557	"Western Mosquitofish"	0
1999	2	26	"D"	"pool"	14.0275895977111	"White Sucker"	0
1999	5	24	"C"	"pool"	10.5259277233256	"Bluegill"	0
1999	5	24	"C"	"pool"	9.28124988764142	"Bluntnose Minnow"	0
1999	5	24	"C"	"pool"	10.5876534747517	"Carmine Shiner"	0
1999	5	24	"C"	"pool"	11.4618631633983	"Central Stoneroller"	9
1999	5	24	"C"	"pool"	7.69358517876676	"Common Shiner"	0
1999	5	24	"C"	"pool"	11.1253178620352	"Creek Chub"	0
1999	5	24	"C"	"pool"	9.50561600816211	"Fathead Minnow"	0
1999	5	24	"C"	"pool"	8.57112654362364	"Green Sunfish"	0
1999	5	24	"C"	"pool"	13.3614668465055	"Johnny Darter"	0
1999	5	24	"C"	"pool"	10.7880641661931	"Longear Sunfish"	0
1999	5	24	"C"	"pool"	8.29406044137534	"Orangespotted Sunfish"	0
1999	5	24	"C"	"pool"	12.4612374822214	"Orangethroated Darter"	8
1999	5	24	"C"	"pool"	11.7769725437519	"Red Shiner"	0
1999	5	24	"C"	"pool"	9.14673969932673	"Ringed Crayfish"	0
1999	5	24	"C"	"pool"	8.85888464039772	"Sand Shiner"	0
1999	5	24	"C"	"pool"	10.6234703160096	"Slender Madtom"	0
1999	5	24	"C"	"pool"	11.9824578671015	"Southern Redbelly Dace"	13
1999	5	24	"C"	"pool"	9.4933775899386	"Suckermouth Minnows"	0
1999	5	24	"C"	"pool"	7.95837671473391	"Water Nymph Crayfish"	0
1999	5	24	"C"	"pool"	7.02478315159422	"Western Mosquitofish"	0
1999	5	24	"C"	"pool"	5.74171454239368	"White Sucker"	0
1999	5	24	"D"	"pool"	14.4245935757282	"Bluegill"	0
1999	5	24	"D"	"pool"	14.23403637125	"Bluntnose Minnow"	0
1999	5	24	"D"	"pool"	16.1876389785269	"Carmine Shiner"	0
1999	5	24	"D"	"pool"	12.1226380789361	"Central Stoneroller"	4
1999	5	24	"D"	"pool"	13.4718177293891	"Common Shiner"	0
1999	5	24	"D"	"pool"	13.5321232978942	"Creek Chub"	0
1999	5	24	"D"	"pool"	11.5475598605336	"Fathead Minnow"	0
1999	5	24	"D"	"pool"	13.0308890428481	"Green Sunfish"	0
1999	5	24	"D"	"pool"	13.9579413291613	"Johnny Darter"	0
1999	5	24	"D"	"pool"	10.6541203566628	"Longear Sunfish"	0
1999	5	24	"D"	"pool"	14.1593201417996	"Orangespotted Sunfish"	0
1999	5	24	"D"	"pool"	13.8961265194598	"Orangethroated Darter"	0
1999	5	24	"D"	"pool"	10.2737476703915	"Red Shiner"	0
1999	5	24	"D"	"pool"	12.0001478968073	"Ringed Crayfish"	0
1999	5	24	"D"	"pool"	10.952224416786	"Sand Shiner"	0
1999	5	24	"D"	"pool"	14.9414136978299	"Slender Madtom"	0
1999	5	24	"D"	"pool"	12.4756848611057	"Southern Redbelly Dace"	0
1999	5	24	"D"	"pool"	8.99153858323499	"Suckermouth Minnows"	0
1999	5	24	"D"	"pool"	13.9967575204277	"Water Nymph Crayfish"	0
1999	5	24	"D"	"pool"	12.363280513649	"Western Mosquitofish"	0
1999	5	24	"D"	"pool"	12.6795034699062	"White Sucker"	0
1999	5	25	"B"	"pool"	8.99546377589122	"Bluegill"	0
1999	5	25	"B"	"pool"	7.37916977496323	"Bluntnose Minnow"	0
1999	5	25	"B"	"pool"	10.0320499268282	"Carmine Shiner"	0
1999	5	25	"B"	"pool"	6.08076327927682	"Central Stoneroller"	69
1999	5	25	"B"	"pool"	6.43472947057558	"Common Shiner"	0
1999	5	25	"B"	"pool"	5.87341609589224	"Creek Chub"	0
1999	5	25	"B"	"pool"	5.82754155051396	"Fathead Minnow"	0
1999	5	25	"B"	"pool"	6.63285262915806	"Green Sunfish"	0
1999	5	25	"B"	"pool"	9.71769007188019	"Johnny Darter"	0
1999	5	25	"B"	"pool"	10.5383703753953	"Longear Sunfish"	0
1999	5	25	"B"	"pool"	7.49668836875777	"Orangespotted Sunfish"	0
1999	5	25	"B"	"pool"	6.53004101418123	"Orangethroated Darter"	6
1999	5	25	"B"	"pool"	6.86221308241666	"Red Shiner"	0
1999	5	25	"B"	"pool"	9.72461939843735	"Ringed Crayfish"	0
1999	5	25	"B"	"pool"	8.04197207166877	"Sand Shiner"	0
1999	5	25	"B"	"pool"	9.09951934021319	"Slender Madtom"	0
1999	5	25	"B"	"pool"	5.8198585207184	"Southern Redbelly Dace"	86
1999	5	25	"B"	"pool"	8.60317676860871	"Suckermouth Minnows"	0
1999	5	25	"B"	"pool"	9.76816229653195	"Water Nymph Crayfish"	0
1999	5	25	"B"	"pool"	7.89791807389267	"Western Mosquitofish"	0
1999	5	25	"B"	"pool"	9.89281735958105	"White Sucker"	0
1999	5	25	"B"	"riffle"	6.54926838638163	"Bluegill"	0
1999	5	25	"B"	"riffle"	7.48265314925121	"Bluntnose Minnow"	0
1999	5	25	"B"	"riffle"	8.60134244050133	"Carmine Shiner"	0
1999	5	25	"B"	"riffle"	7.65440017590918	"Central Stoneroller"	30
1999	5	25	"B"	"riffle"	7.33766039931723	"Common Shiner"	0
1999	5	25	"B"	"riffle"	6.06177159060043	"Creek Chub"	0
1999	5	25	"B"	"riffle"	7.23146994706802	"Fathead Minnow"	0
1999	5	25	"B"	"riffle"	3.72140021884187	"Green Sunfish"	0
1999	5	25	"B"	"riffle"	4.23123950330425	"Johnny Darter"	0
1999	5	25	"B"	"riffle"	5.59521957704359	"Longear Sunfish"	0
1999	5	25	"B"	"riffle"	3.20182251133846	"Orangespotted Sunfish"	0
1999	5	25	"B"	"riffle"	2.00740705163345	"Orangethroated Darter"	17
1999	5	25	"B"	"riffle"	6.49441770888482	"Red Shiner"	0
1999	5	25	"B"	"riffle"	7.31499493273862	"Ringed Crayfish"	0
1999	5	25	"B"	"riffle"	6.44690850356705	"Sand Shiner"	0
1999	5	25	"B"	"riffle"	7.45281245166102	"Slender Madtom"	0
1999	5	25	"B"	"riffle"	7.55461109099612	"Southern Redbelly Dace"	4
1999	5	25	"B"	"riffle"	4.53417962655248	"Suckermouth Minnows"	0
1999	5	25	"B"	"riffle"	4.08089671903058	"Water Nymph Crayfish"	0
1999	5	25	"B"	"riffle"	5.3259793629773	"Western Mosquitofish"	0
1999	5	25	"B"	"riffle"	5.16961115898704	"White Sucker"	0
1999	5	26	"A"	"pool"	17.8499974609073	"Bluegill"	0
1999	5	26	"A"	"pool"	18.9786261590722	"Bluntnose Minnow"	0
1999	5	26	"A"	"pool"	18.2567758069477	"Carmine Shiner"	0
1999	5	26	"A"	"pool"	14.8858860291733	"Central Stoneroller"	18
1999	5	26	"A"	"pool"	17.1612208873695	"Common Shiner"	0
1999	5	26	"A"	"pool"	18.1880182725473	"Creek Chub"	0
1999	5	26	"A"	"pool"	16.5502431326153	"Fathead Minnow"	1
1999	5	26	"A"	"pool"	14.7568635650963	"Green Sunfish"	0
1999	5	26	"A"	"pool"	20.4368366246344	"Johnny Darter"	0
1999	5	26	"A"	"pool"	21.134492314171	"Longear Sunfish"	0
1999	5	26	"A"	"pool"	18.2825124297004	"Orangespotted Sunfish"	0
1999	5	26	"A"	"pool"	16.6277695001744	"Orangethroated Darter"	20
1999	5	26	"A"	"pool"	16.5547864146364	"Red Shiner"	0
1999	5	26	"A"	"pool"	20.6062087646721	"Ringed Crayfish"	0
1999	5	26	"A"	"pool"	17.059143717816	"Sand Shiner"	0
1999	5	26	"A"	"pool"	19.6166054407189	"Slender Madtom"	0
1999	5	26	"A"	"pool"	20.3904579725697	"Southern Redbelly Dace"	68
1999	5	26	"A"	"pool"	22.5174487492398	"Suckermouth Minnows"	0
1999	5	26	"A"	"pool"	20.8483899187579	"Water Nymph Crayfish"	0
1999	5	26	"A"	"pool"	18.6909968604793	"Western Mosquitofish"	0
1999	5	26	"A"	"pool"	19.2031961369268	"White Sucker"	0
1999	5	26	"A"	"riffle"	10.946647755972	"Bluegill"	0
1999	5	26	"A"	"riffle"	8.88390574889841	"Bluntnose Minnow"	0
1999	5	26	"A"	"riffle"	9.07122178479185	"Carmine Shiner"	0
1999	5	26	"A"	"riffle"	10.6056148890568	"Central Stoneroller"	35
1999	5	26	"A"	"riffle"	13.0644301703601	"Common Shiner"	0
1999	5	26	"A"	"riffle"	9.68364764992973	"Creek Chub"	0
1999	5	26	"A"	"riffle"	16.307359016396	"Fathead Minnow"	0
1999	5	26	"A"	"riffle"	9.93526384206467	"Green Sunfish"	0
1999	5	26	"A"	"riffle"	7.37729169462623	"Johnny Darter"	0
1999	5	26	"A"	"riffle"	8.9265887296134	"Longear Sunfish"	0
1999	5	26	"A"	"riffle"	12.1795112956929	"Orangespotted Sunfish"	0
1999	5	26	"A"	"riffle"	6.76331367701814	"Orangethroated Darter"	20
1999	5	26	"A"	"riffle"	12.0453774855309	"Red Shiner"	0
1999	5	26	"A"	"riffle"	9.85770076755997	"Ringed Crayfish"	0
1999	5	26	"A"	"riffle"	13.8453909225415	"Sand Shiner"	0
1999	5	26	"A"	"riffle"	10.0696716135362	"Slender Madtom"	0
1999	5	26	"A"	"riffle"	10.4583087370112	"Southern Redbelly Dace"	67
1999	5	26	"A"	"riffle"	8.07505130488162	"Suckermouth Minnows"	0
1999	5	26	"A"	"riffle"	11.1723223097285	"Water Nymph Crayfish"	0
1999	5	26	"A"	"riffle"	13.2050352063791	"Western Mosquitofish"	0
1999	5	26	"A"	"riffle"	12.7383984707255	"White Sucker"	0
1999	8	11	"A"	"pool"	17.2664942260743	"Bluegill"	0
1999	8	11	"A"	"pool"	16.926557140925	"Bluntnose Minnow"	0
1999	8	11	"A"	"pool"	20.6956891989379	"Carmine Shiner"	0
1999	8	11	"A"	"pool"	17.0829178626172	"Central Stoneroller"	37
1999	8	11	"A"	"pool"	14.6887597483902	"Common Shiner"	0
1999	8	11	"A"	"pool"	18.8298819596814	"Creek Chub"	23
1999	8	11	"A"	"pool"	19.443726964725	"Fathead Minnow"	0
1999	8	11	"A"	"pool"	20.3427281131843	"Green Sunfish"	2
1999	8	11	"A"	"pool"	17.4261404197871	"Johnny Darter"	0
1999	8	11	"A"	"pool"	16.7799774478934	"Longear Sunfish"	0
1999	8	11	"A"	"pool"	22.4605256397407	"Orangespotted Sunfish"	0
1999	8	11	"A"	"pool"	18.2433888423717	"Orangethroated Darter"	1
1999	8	11	"A"	"pool"	17.6212035261159	"Red Shiner"	0
1999	8	11	"A"	"pool"	16.2510109967348	"Ringed Crayfish"	0
1999	8	11	"A"	"pool"	18.2298071343026	"Sand Shiner"	0
1999	8	11	"A"	"pool"	17.4612683140441	"Slender Madtom"	0
1999	8	11	"A"	"pool"	17.0360871939231	"Southern Redbelly Dace"	12
1999	8	11	"A"	"pool"	15.5393326882011	"Suckermouth Minnows"	0
1999	8	11	"A"	"pool"	19.0461663215786	"Water Nymph Crayfish"	0
1999	8	11	"A"	"pool"	19.6555376255353	"Western Mosquitofish"	0
1999	8	11	"A"	"pool"	16.8349656370329	"White Sucker"	10
1999	8	11	"A"	"riffle"	7.61717378141524	"Bluegill"	0
1999	8	11	"A"	"riffle"	10.6006665943389	"Bluntnose Minnow"	0
1999	8	11	"A"	"riffle"	9.30237429809492	"Carmine Shiner"	0
1999	8	11	"A"	"riffle"	11.1689649797489	"Central Stoneroller"	0
1999	8	11	"A"	"riffle"	11.1951792747823	"Common Shiner"	0
1999	8	11	"A"	"riffle"	9.00483994190864	"Creek Chub"	0
1999	8	11	"A"	"riffle"	13.7020140271476	"Fathead Minnow"	0
1999	8	11	"A"	"riffle"	8.10361527252098	"Green Sunfish"	0
1999	8	11	"A"	"riffle"	14.2569045002771	"Johnny Darter"	0
1999	8	11	"A"	"riffle"	11.6832229217508	"Longear Sunfish"	0
1999	8	11	"A"	"riffle"	10.0863548658075	"Orangespotted Sunfish"	0
1999	8	11	"A"	"riffle"	12.4585553508396	"Orangethroated Darter"	18
1999	8	11	"A"	"riffle"	13.132080751357	"Red Shiner"	0
1999	8	11	"A"	"riffle"	10.9876433855978	"Ringed Crayfish"	0
1999	8	11	"A"	"riffle"	13.170907952936	"Sand Shiner"	0
1999	8	11	"A"	"riffle"	9.32775433424333	"Slender Madtom"	0
1999	8	11	"A"	"riffle"	8.10563631946373	"Southern Redbelly Dace"	0
1999	8	11	"A"	"riffle"	13.3680638324766	"Suckermouth Minnows"	0
1999	8	11	"A"	"riffle"	6.87789457722604	"Water Nymph Crayfish"	0
1999	8	11	"A"	"riffle"	8.57616726828847	"Western Mosquitofish"	0
1999	8	11	"A"	"riffle"	11.8893641043474	"White Sucker"	0
1999	8	12	"D"	"pool"	11.1678447800691	"Bluegill"	0
1999	8	12	"D"	"pool"	17.2884431672475	"Bluntnose Minnow"	0
1999	8	12	"D"	"pool"	11.0759032997176	"Carmine Shiner"	0
1999	8	12	"D"	"pool"	17.622454983818	"Central Stoneroller"	247
1999	8	12	"D"	"pool"	12.7022307562794	"Common Shiner"	0
1999	8	12	"D"	"pool"	11.4478967509533	"Creek Chub"	55
1999	8	12	"D"	"pool"	13.0463362086433	"Fathead Minnow"	0
1999	8	12	"D"	"pool"	14.1256309933578	"Green Sunfish"	0
1999	8	12	"D"	"pool"	12.0128450002819	"Johnny Darter"	0
1999	8	12	"D"	"pool"	14.898036264242	"Longear Sunfish"	0
1999	8	12	"D"	"pool"	16.3943363190662	"Orangespotted Sunfish"	0
1999	8	12	"D"	"pool"	14.0316224272279	"Orangethroated Darter"	1
1999	8	12	"D"	"pool"	15.9781926482981	"Red Shiner"	0
1999	8	12	"D"	"pool"	13.4675155671779	"Ringed Crayfish"	0
1999	8	12	"D"	"pool"	14.9198807830552	"Sand Shiner"	0
1999	8	12	"D"	"pool"	12.6924833257061	"Slender Madtom"	0
1999	8	12	"D"	"pool"	13.2940366232539	"Southern Redbelly Dace"	0
1999	8	12	"D"	"pool"	13.3796869879399	"Suckermouth Minnows"	0
1999	8	12	"D"	"pool"	12.5654807389007	"Water Nymph Crayfish"	0
1999	8	12	"D"	"pool"	17.1518237228737	"Western Mosquitofish"	0
1999	8	12	"D"	"pool"	15.0657478035009	"White Sucker"	0
1999	8	13	"C"	"pool"	9.54346111862799	"Bluegill"	0
1999	8	13	"C"	"pool"	8.10521147246219	"Bluntnose Minnow"	0
1999	8	13	"C"	"pool"	9.20767106364468	"Carmine Shiner"	0
1999	8	13	"C"	"pool"	8.33984806691443	"Central Stoneroller"	19
1999	8	13	"C"	"pool"	10.107920827864	"Common Shiner"	0
1999	8	13	"C"	"pool"	9.57137572650586	"Creek Chub"	0
1999	8	13	"C"	"pool"	10.9768303979885	"Fathead Minnow"	0
1999	8	13	"C"	"pool"	6.87219826893785	"Green Sunfish"	0
1999	8	13	"C"	"pool"	7.49434583660131	"Johnny Darter"	0
1999	8	13	"C"	"pool"	8.14213632751745	"Longear Sunfish"	0
1999	8	13	"C"	"pool"	8.83862242317766	"Orangespotted Sunfish"	0
1999	8	13	"C"	"pool"	12.1632567544252	"Orangethroated Darter"	1
1999	8	13	"C"	"pool"	10.0578032897919	"Red Shiner"	0
1999	8	13	"C"	"pool"	8.95039603902463	"Ringed Crayfish"	0
1999	8	13	"C"	"pool"	9.67464411390646	"Sand Shiner"	0
1999	8	13	"C"	"pool"	9.18878270387004	"Slender Madtom"	0
1999	8	13	"C"	"pool"	6.33007710602914	"Southern Redbelly Dace"	54
1999	8	13	"C"	"pool"	5.52076197184874	"Suckermouth Minnows"	0
1999	8	13	"C"	"pool"	13.9361039161099	"Water Nymph Crayfish"	0
1999	8	13	"C"	"pool"	10.2626601989763	"Western Mosquitofish"	0
1999	8	13	"C"	"pool"	9.97699360068661	"White Sucker"	0
1999	11	6	"A"	"pool"	18.172472253872	"Bluegill"	0
1999	11	6	"A"	"pool"	17.0190715861451	"Bluntnose Minnow"	1
1999	11	6	"A"	"pool"	18.3786507535364	"Carmine Shiner"	0
1999	11	6	"A"	"pool"	20.8239961249566	"Central Stoneroller"	238
1999	11	6	"A"	"pool"	16.566668399863	"Common Shiner"	2
1999	11	6	"A"	"pool"	18.3208169428721	"Creek Chub"	52
1999	11	6	"A"	"pool"	15.4505594518104	"Fathead Minnow"	0
1999	11	6	"A"	"pool"	18.7962883226898	"Green Sunfish"	12
1999	11	6	"A"	"pool"	18.644468828942	"Johnny Darter"	1
1999	11	6	"A"	"pool"	18.9889118601213	"Longear Sunfish"	0
1999	11	6	"A"	"pool"	21.38770321244	"Orangespotted Sunfish"	0
1999	11	6	"A"	"pool"	19.656367630945	"Orangethroated Darter"	22
1999	11	6	"A"	"pool"	18.7439751616696	"Red Shiner"	1
1999	11	6	"A"	"pool"	20.0825487107028	"Ringed Crayfish"	0
1999	11	6	"A"	"pool"	18.4290751296528	"Sand Shiner"	0
1999	11	6	"A"	"pool"	18.0341589650335	"Slender Madtom"	0
1999	11	6	"A"	"pool"	17.3832390883694	"Southern Redbelly Dace"	262
1999	11	6	"A"	"pool"	17.8709722516127	"Suckermouth Minnows"	0
1999	11	6	"A"	"pool"	15.9296095182591	"Water Nymph Crayfish"	0
1999	11	6	"A"	"pool"	18.4667567595809	"Western Mosquitofish"	0
1999	11	6	"A"	"pool"	18.0344104999319	"White Sucker"	9
1999	11	6	"A"	"riffle"	9.24036674442632	"Bluegill"	0
1999	11	6	"A"	"riffle"	5.8137396249968	"Bluntnose Minnow"	0
1999	11	6	"A"	"riffle"	11.4425007436207	"Carmine Shiner"	0
1999	11	6	"A"	"riffle"	8.19885899376489	"Central Stoneroller"	5
1999	11	6	"A"	"riffle"	10.8941630952956	"Common Shiner"	0
1999	11	6	"A"	"riffle"	10.8842078941161	"Creek Chub"	6
1999	11	6	"A"	"riffle"	9.61318049927722	"Fathead Minnow"	0
1999	11	6	"A"	"riffle"	10.2615389546491	"Green Sunfish"	0
1999	11	6	"A"	"riffle"	13.4689130578791	"Johnny Darter"	0
1999	11	6	"A"	"riffle"	9.75351790702555	"Longear Sunfish"	0
1999	11	6	"A"	"riffle"	8.76031717151991	"Orangespotted Sunfish"	0
1999	11	6	"A"	"riffle"	9.66626506722297	"Orangethroated Darter"	104
1999	11	6	"A"	"riffle"	12.1015128778718	"Red Shiner"	0
1999	11	6	"A"	"riffle"	11.2213378652736	"Ringed Crayfish"	0
1999	11	6	"A"	"riffle"	12.3790712389693	"Sand Shiner"	0
1999	11	6	"A"	"riffle"	9.25494111670938	"Slender Madtom"	0
